SourceBlock,Instrument,ExpiryLbl,TenorLbl,Te,SwapTenorY,FwdRate,MoneynessBP,Strike,OptType,PremiumBP,Annuity_Te,PricePerAnnuity,Model,Shift,ImplVol,Status,CashIRR_Annuity,PricePerCashIRRAnnuity,CashIRRPremiumBP,CashIRRStatus
ATM,ATM 4Y x 9Y,4Y,9Y,4.002739726027397,9.0,0.00404,0.0,0.00404,CALL/PAYER,352.5,8.963856199254048,0.003932459336299195,BLACK_SHIFT,0.05,0.09129848551987518,OK,8.820860584788246,0.003932459335347992,346.8767555245368,OK
ATM,ATM 4Y x 10Y,4Y,10Y,4.002739726027397,10.0,0.00447,0.0,0.00447,CALL/PAYER,396.0,9.93513573554491,0.003985853948459223,NORMAL,0.0,0.004993817162632055,OK,9.758482532316068,0.003985853931197951,388.9588596395854,OK
ATM,ATM 4Y x 10Y,4Y,10Y,4.002739726027397,10.0,0.00447,0.0,0.00447,CALL/PAYER,396.0,9.93513573554491,0.003985853948459223,BLACK_SHIFT,0.01,0.35227229930803017,OK,9.758482532316068,0.003985853948457132,388.9588613238196,OK
ATM,ATM 4Y x 10Y,4Y,10Y,4.002739726027397,10.0,0.00447,0.0,0.00447,CALL/PAYER,396.0,9.93513573554491,0.003985853948459223,BLACK_SHIFT,0.02,0.20551778554702882,OK,9.758482532316068,0.003985853948651523,388.95886134278913,OK
ATM,ATM 4Y x 10Y,4Y,10Y,4.002739726027397,10.0,0.00447,0.0,0.00447,CALL/PAYER,396.0,9.93513573554491,0.003985853948459223,BLACK_SHIFT,0.03,0.14538519493913754,OK,9.758482532316068,0.0039858539479593336,388.95886127524193,OK
ATM,ATM 4Y x 10Y,4Y,10Y,4.002739726027397,10.0,0.00447,0.0,0.00447,CALL/PAYER,396.0,9.93513573554491,0.003985853948459223,BLACK_SHIFT,0.05,0.09180903933903606,OK,9.758482532316068,0.003985853949576672,388.9588614330696,OK
ATM,ATM 4Y x 15Y,4Y,15Y,4.002739726027397,15.0,0.005699999999999999,0.0,0.005699999999999999,CALL/PAYER,595.0,14.685706744366005,0.0040515585007733085,NORMAL,0.0,0.005076137461847842,OK,14.337538275136572,0.004051558517000948,580.8937531145666,OK
ATM,ATM 4Y x 15Y,4Y,15Y,4.002739726027397,15.0,0.005699999999999999,0.0,0.005699999999999999,CALL/PAYER,595.0,14.685706744366005,0.0040515585007733085,BLACK_SHIFT,0.01,0.3291740506069821,OK,14.337538275136572,0.004051558500926402,580.8937508098725,OK
ATM,ATM 4Y x 15Y,4Y,15Y,4.002739726027397,15.0,0.005699999999999999,0.0,0.005699999999999999,CALL/PAYER,595.0,14.685706744366005,0.0040515585007733085,BLACK_SHIFT,0.02,0.19881806621475417,OK,14.337538275136572,0.0040515585006715895,580.8937507733385,OK
ATM,ATM 4Y x 15Y,4Y,15Y,4.002739726027397,15.0,0.005699999999999999,0.0,0.005699999999999999,CALL/PAYER,595.0,14.685706744366005,0.0040515585007733085,BLACK_SHIFT,0.03,0.14267159685708508,OK,14.337538275136572,0.004051558500482014,580.893750746158,OK
ATM,ATM 4Y x 15Y,4Y,15Y,4.002739726027397,15.0,0.005699999999999999,0.0,0.005699999999999999,CALL/PAYER,595.0,14.685706744366005,0.0040515585007733085,BLACK_SHIFT,0.05,0.0912601305720136,OK,14.337538275136572,0.0040515585017372804,580.8937509261324,OK
ATM,ATM 4Y x 20Y,4Y,20Y,4.002739726027397,20.0,0.005869999999999999,0.0,0.005869999999999999,CALL/PAYER,787.0,19.288217187729227,0.004080211210503548,NORMAL,0.0,0.0051120359882603555,OK,18.81862145393963,0.004080211204507456,767.8395010974888,OK
ATM,ATM 4Y x 20Y,4Y,20Y,4.002739726027397,20.0,0.005869999999999999,0.0,0.005869999999999999,CALL/PAYER,787.0,19.288217187729227,0.004080211210503548,BLACK_SHIFT,0.01,0.3279059984855732,OK,18.81862145393963,0.004080211210524015,767.8395022297223,OK
ATM,ATM 4Y x 20Y,4Y,20Y,4.002739726027397,20.0,0.005869999999999999,0.0,0.005869999999999999,CALL/PAYER,787.0,19.288217187729227,0.004080211210503548,BLACK_SHIFT,0.02,0.19890957663032943,OK,18.81862145393963,0.004080211210647729,767.8395022530034,OK
ATM,ATM 4Y x 20Y,4Y,20Y,4.002739726027397,20.0,0.005869999999999999,0.0,0.005869999999999999,CALL/PAYER,787.0,19.288217187729227,0.004080211210503548,BLACK_SHIFT,0.03,0.1430018670020874,OK,18.81862145393963,0.004080211210339468,767.8395021949931,OK
ATM,ATM 4Y x 20Y,4Y,20Y,4.002739726027397,20.0,0.005869999999999999,0.0,0.005869999999999999,CALL/PAYER,787.0,19.288217187729227,0.004080211210503548,BLACK_SHIFT,0.05,0.09162690000468465,OK,18.81862145393963,0.004080211211532514,767.8395024195079,OK
ATM,ATM 4Y x 25Y,4Y,25Y,4.002739726027397,25.0,0.005620000000000001,0.0,0.005620000000000001,CALL/PAYER,967.5,23.789445187434698,0.004066929650427585,NORMAL,0.0,0.005095395698906541,OK,23.262364666084746,0.004066929628395003,946.0640008702909,OK
ATM,ATM 4Y x 25Y,4Y,25Y,4.002739726027397,25.0,0.005620000000000001,0.0,0.005620000000000001,CALL/PAYER,967.5,23.789445187434698,0.004066929650427585,BLACK_SHIFT,0.01,0.33222538815735125,OK,23.262364666084746,0.0040669296507345395,946.0640060669954,OK
ATM,ATM 4Y x 25Y,4Y,25Y,4.002739726027397,25.0,0.005620000000000001,0.0,0.005620000000000001,CALL/PAYER,967.5,23.789445187434698,0.004066929650427585,BLACK_SHIFT,0.02,0.20021403706083507,OK,23.262364666084746,0.004066929650783126,946.0640060782977,OK
ATM,ATM 4Y x 25Y,4Y,25Y,4.002739726027397,25.0,0.005620000000000001,0.0,0.005620000000000001,CALL/PAYER,967.5,23.789445187434698,0.004066929650427585,BLACK_SHIFT,0.03,0.14354045950915711,OK,23.262364666084746,0.004066929649843787,946.0640058597852,OK
ATM,ATM 4Y x 25Y,4Y,25Y,4.002739726027397,25.0,0.005620000000000001,0.0,0.005620000000000001,CALL/PAYER,967.5,23.789445187434698,0.004066929650427585,BLACK_SHIFT,0.05,0.09173946197710792,OK,23.262364666084746,0.004066929650738946,946.0640060680204,OK
ATM,ATM 4Y x 30Y,4Y,30Y,4.002739726027397,30.0,0.00523,0.0,0.00523,CALL/PAYER,1147.0,28.229838873384246,0.004063076679766028,NORMAL,0.0,0.0050905684212682115,OK,27.70043099458878,0.004063076699277835,1125.489757340672,OK
ATM,ATM 4Y x 30Y,4Y,30Y,4.002739726027397,30.0,0.00523,0.0,0.00523,CALL/PAYER,1147.0,28.229838873384246,0.004063076679766028,BLACK_SHIFT,0.01,0.34073019937057325,OK,27.70043099458878,0.004063076679961513,1125.4897519899675,OK
ATM,ATM 4Y x 30Y,4Y,30Y,4.002739726027397,30.0,0.00523,0.0,0.00523,CALL/PAYER,1147.0,28.229838873384246,0.004063076679766028,BLACK_SHIFT,0.02,0.20315628088397947,OK,27.70043099458878,0.004063076680297786,1125.4897520831166,OK
ATM,ATM 4Y x 30Y,4Y,30Y,4.002739726027397,30.0,0.00523,0.0,0.00523,CALL/PAYER,1147.0,28.229838873384246,0.004063076679766028,BLACK_SHIFT,0.03,0.1450021449986576,OK,27.70043099458878,0.0040630766798093534,1125.4897519478188,OK
ATM,ATM 4Y x 30Y,4Y,30Y,4.002739726027397,30.0,0.00523,0.0,0.00523,CALL/PAYER,1147.0,28.229838873384246,0.004063076679766028,BLACK_SHIFT,0.05,0.09230133236759566,OK,27.70043099458878,0.004063076679869916,1125.489751964595,OK
ATM,ATM 5Y x 1Y,5Y,1Y,5.005479452054795,1.0,-0.0003,0.0,-0.0003,CALL/PAYER,37.75,1.0014569670195534,0.003769507951235106,NORMAL,0.0,0.0042232982725592455,OK,1.000300090027008,0.0037695079365814804,37.706391283199764,OK
ATM,ATM 5Y x 1Y,5Y,1Y,5.005479452054795,1.0,-0.0003,0.0,-0.0003,CALL/PAYER,37.75,1.0014569670195534,0.003769507951235106,BLACK_SHIFT,0.01,0.45419980389047576,OK,1.000300090027008,0.003769507951369137,37.70639143112071,OK
ATM,ATM 5Y x 1Y,5Y,1Y,5.005479452054795,1.0,-0.0003,0.0,-0.0003,CALL/PAYER,37.75,1.0014569670195534,0.003769507951235106,BLACK_SHIFT,0.02,0.21647794550036997,OK,1.000300090027008,0.003769507951674092,37.706391434171174,OK
ATM,ATM 5Y x 1Y,5Y,1Y,5.005479452054795,1.0,-0.0003,0.0,-0.0003,CALL/PAYER,37.75,1.0014569670195534,0.003769507951235106,BLACK_SHIFT,0.03,0.1428036462883311,OK,1.000300090027008,0.003769507950705485,37.70639142448219,OK
ATM,ATM 5Y x 1Y,5Y,1Y,5.005479452054795,1.0,-0.0003,0.0,-0.0003,CALL/PAYER,37.75,1.0014569670195534,0.003769507951235106,BLACK_SHIFT,0.05,0.08510420064308646,OK,1.000300090027008,0.003769507950207189,37.70639141949774,OK
ATM,ATM 5Y x 2Y,5Y,2Y,5.005479452054795,2.0,0.00109,0.0,0.00109,CALL/PAYER,77.5,2.0028747541781047,0.0038694381582438354,NORMAL,0.0,0.004335258552403642,OK,1.9967347459333138,0.0038694381655680283,77.26241632430144,OK
ATM,ATM 5Y x 2Y,5Y,2Y,5.005479452054795,2.0,0.00109,0.0,0.00109,CALL/PAYER,77.5,2.0028747541781047,0.0038694381582438354,BLACK_SHIFT,0.01,0.4042847956523471,OK,1.9967347459333138,0.0038694381580175303,77.26241617353803,OK
ATM,ATM 5Y x 2Y,5Y,2Y,5.005479452054795,2.0,0.00109,0.0,0.00109,CALL/PAYER,77.5,2.0028747541781047,0.0038694381582438354,BLACK_SHIFT,0.02,0.20740577095622514,OK,1.9967347459333138,0.0038694381577925752,77.26241616904628,OK
ATM,ATM 5Y x 2Y,5Y,2Y,5.005479452054795,2.0,0.00109,0.0,0.00109,CALL/PAYER,77.5,2.0028747541781047,0.0038694381582438354,BLACK_SHIFT,0.03,0.1400125644979267,OK,1.9967347459333138,0.0038694381574548974,77.26241616230374,OK
ATM,ATM 5Y x 2Y,5Y,2Y,5.005479452054795,2.0,0.00109,0.0,0.00109,CALL/PAYER,77.5,2.0028747541781047,0.0038694381582438354,BLACK_SHIFT,0.05,0.08498315828029906,OK,1.9967347459333138,0.003869438159183683,77.26241619682301,OK
ATM,ATM 5Y x 3Y,5Y,3Y,5.005479452054795,3.0,0.00178,0.0,0.00178,CALL/PAYER,119.5,3.0028091934556502,0.003979606838171383,NORMAL,0.0,0.0044586898157548335,OK,2.9893515996140354,0.00397960682920415,118.96444040716365,OK
ATM,ATM 5Y x 3Y,5Y,3Y,5.005479452054795,3.0,0.00178,0.0,0.00178,CALL/PAYER,119.5,3.0028091934556502,0.003979606838171383,BLACK_SHIFT,0.01,0.390575192758003,OK,2.9893515996140354,0.0039796068383118445,118.96444067942467,OK
ATM,ATM 5Y x 3Y,5Y,3Y,5.005479452054795,3.0,0.00178,0.0,0.00178,CALL/PAYER,119.5,3.0028091934556502,0.003979606838171383,BLACK_SHIFT,0.02,0.20653777129091655,OK,2.9893515996140354,0.003979606838235042,118.96444067712878,OK
ATM,ATM 5Y x 3Y,5Y,3Y,5.005479452054795,3.0,0.00178,0.0,0.00178,CALL/PAYER,119.5,3.0028091934556502,0.003979606838171383,BLACK_SHIFT,0.03,0.14087959180427923,OK,2.9893515996140354,0.0039796068377406756,118.96444066235041,OK
ATM,ATM 5Y x 3Y,5Y,3Y,5.005479452054795,3.0,0.00178,0.0,0.00178,CALL/PAYER,119.5,3.0028091934556502,0.003979606838171383,BLACK_SHIFT,0.05,0.08624193268282063,OK,2.9893515996140354,0.003979606839210045,118.96444070627504,OK
ATM,ATM 5Y x 4Y,5Y,4Y,5.005479452054795,4.0,0.00246,0.0,0.00246,CALL/PAYER,164.5,4.005432476078655,0.00410692231069756,NORMAL,0.0,0.00460133210975267,OK,3.9810081618284183,0.0041069223121788356,163.49691244779183,OK
ATM,ATM 5Y x 4Y,5Y,4Y,5.005479452054795,4.0,0.00246,0.0,0.00246,CALL/PAYER,164.5,4.005432476078655,0.00410692231069756,BLACK_SHIFT,0.01,0.3804694547766345,OK,3.9810081618284183,0.004106922310961137,163.49691239931514,OK
ATM,ATM 5Y x 4Y,5Y,4Y,5.005479452054795,4.0,0.00246,0.0,0.00246,CALL/PAYER,164.5,4.005432476078655,0.00410692231069756,BLACK_SHIFT,0.02,0.20669490356690173,OK,3.9810081618284183,0.0041069223104213785,163.49691237782733,OK
ATM,ATM 5Y x 4Y,5Y,4Y,5.005479452054795,4.0,0.00246,0.0,0.00246,CALL/PAYER,164.5,4.005432476078655,0.00410692231069756,BLACK_SHIFT,0.03,0.14235327441632295,OK,3.9810081618284183,0.004106922310864437,163.49691239546553,OK
ATM,ATM 5Y x 4Y,5Y,4Y,5.005479452054795,4.0,0.00246,0.0,0.00246,CALL/PAYER,164.5,4.005432476078655,0.00410692231069756,BLACK_SHIFT,0.05,0.08785245934925157,OK,3.9810081618284183,0.004106922311700973,163.49691242876807,OK
ATM,ATM 5Y x 5Y,5Y,5Y,5.005479452054795,5.0,0.00308,0.0,0.00308,CALL/PAYER,211.5,4.995743291239192,0.004233604244055092,NORMAL,0.0,0.004743264561339862,OK,4.956856913540321,0.004233604224795009,209.8537037086865,OK
ATM,ATM 5Y x 5Y,5Y,5Y,5.005479452054795,5.0,0.00308,0.0,0.00308,CALL/PAYER,211.5,4.995743291239192,0.004233604244055092,BLACK_SHIFT,0.01,0.37319784704996795,OK,4.956856913540321,0.004233604244283909,209.85370467472342,OK
ATM,ATM 5Y x 5Y,5Y,5Y,5.005479452054795,5.0,0.00308,0.0,0.00308,CALL/PAYER,211.5,4.995743291239192,0.004233604244055092,BLACK_SHIFT,0.02,0.20735867187909307,OK,4.956856913540321,0.00423360424430356,209.8537046756975,OK
ATM,ATM 5Y x 5Y,5Y,5Y,5.005479452054795,5.0,0.00308,0.0,0.00308,CALL/PAYER,211.5,4.995743291239192,0.004233604244055092,BLACK_SHIFT,0.03,0.1440081340154794,OK,4.956856913540321,0.004233604244775762,209.85370469910387,OK
ATM,ATM 5Y x 5Y,5Y,5Y,5.005479452054795,5.0,0.00308,0.0,0.00308,CALL/PAYER,211.5,4.995743291239192,0.004233604244055092,BLACK_SHIFT,0.05,0.08951002118080423,OK,4.956856913540321,0.004233604245256307,209.85370472292377,OK
ATM,ATM 5Y x 6Y,5Y,6Y,5.005479452054795,6.0,0.00368,0.0,0.00368,CALL/PAYER,257.5,5.98084467252445,0.0043054119292369455,NORMAL,0.0,0.004823716802131313,OK,5.923472058248265,0.0043054119306702,255.02987270573647,OK
ATM,ATM 5Y x 6Y,5Y,6Y,5.005479452054795,6.0,0.00368,0.0,0.00368,CALL/PAYER,257.5,5.98084467252445,0.0043054119292369455,BLACK_SHIFT,0.01,0.36228866414267424,OK,5.923472058248265,0.004305411929475623,255.02987263497602,OK
ATM,ATM 5Y x 6Y,5Y,6Y,5.005479452054795,6.0,0.00368,0.0,0.00368,CALL/PAYER,257.5,5.98084467252445,0.0043054119292369455,BLACK_SHIFT,0.02,0.20549996218699057,OK,5.923472058248265,0.004305411928754745,255.02987259227504,OK
ATM,ATM 5Y x 6Y,5Y,6Y,5.005479452054795,6.0,0.00368,0.0,0.00368,CALL/PAYER,257.5,5.98084467252445,0.0043054119292369455,BLACK_SHIFT,0.03,0.1438402839631046,OK,5.923472058248265,0.004305411928771116,255.02987259324476,OK
ATM,ATM 5Y x 6Y,5Y,6Y,5.005479452054795,6.0,0.00368,0.0,0.00368,CALL/PAYER,257.5,5.98084467252445,0.0043054119292369455,BLACK_SHIFT,0.05,0.09001246975796798,OK,5.923472058248265,0.004305411930472451,255.02987269402288,OK
ATM,ATM 5Y x 7Y,5Y,7Y,5.005479452054795,7.0,0.0042,0.0,0.0042,CALL/PAYER,305.0,6.962871756089826,0.004380376526872589,NORMAL,0.0,0.004907705973159773,OK,6.88386625045962,0.00438037652619398,301.5392613297229,OK
ATM,ATM 5Y x 7Y,5Y,7Y,5.005479452054795,7.0,0.0042,0.0,0.0042,CALL/PAYER,305.0,6.962871756089826,0.004380376526872589,BLACK_SHIFT,0.01,0.3547049085855841,OK,6.88386625045962,0.004380376527203855,301.53926139924135,OK
ATM,ATM 5Y x 7Y,5Y,7Y,5.005479452054795,7.0,0.0042,0.0,0.0042,CALL/PAYER,305.0,6.962871756089826,0.004380376526872589,BLACK_SHIFT,0.02,0.20456931291900188,OK,6.88386625045962,0.004380376527208213,301.5392613995413,OK
ATM,ATM 5Y x 7Y,5Y,7Y,5.005479452054795,7.0,0.0042,0.0,0.0042,CALL/PAYER,305.0,6.962871756089826,0.004380376526872589,BLACK_SHIFT,0.03,0.14412209512542,OK,6.88386625045962,0.00438037652744528,301.5392614158607,OK
ATM,ATM 5Y x 7Y,5Y,7Y,5.005479452054795,7.0,0.0042,0.0,0.0042,CALL/PAYER,305.0,6.962871756089826,0.004380376526872589,BLACK_SHIFT,0.05,0.09070347529680106,OK,6.88386625045962,0.004380376527878118,301.5392614456567,OK
ATM,ATM 5Y x 8Y,5Y,8Y,5.005479452054795,8.0,0.00446,0.0,0.00446,CALL/PAYER,353.5,7.938394464062532,0.004453041501027826,NORMAL,0.0,0.004989118698544749,OK,7.841797927170501,0.004453041513289818,349.1985170852029,OK
ATM,ATM 5Y x 8Y,5Y,8Y,5.005479452054795,8.0,0.00446,0.0,0.00446,CALL/PAYER,353.5,7.938394464062532,0.004453041501027826,BLACK_SHIFT,0.01,0.35407301245956524,OK,7.841797927170501,0.004453041500928331,349.1985161158401,OK
ATM,ATM 5Y x 8Y,5Y,8Y,5.005479452054795,8.0,0.00446,0.0,0.00446,CALL/PAYER,353.5,7.938394464062532,0.004453041501027826,BLACK_SHIFT,0.02,0.20577335442623051,OK,7.841797927170501,0.004453041501499005,349.19851616059117,OK
ATM,ATM 5Y x 8Y,5Y,8Y,5.005479452054795,8.0,0.00446,0.0,0.00446,CALL/PAYER,353.5,7.938394464062532,0.004453041501027826,BLACK_SHIFT,0.03,0.14541881056113465,OK,7.841797927170501,0.004453041501419709,349.19851615437295,OK
ATM,ATM 5Y x 8Y,5Y,8Y,5.005479452054795,8.0,0.00446,0.0,0.00446,CALL/PAYER,353.5,7.938394464062532,0.004453041501027826,BLACK_SHIFT,0.05,0.09177164289670756,OK,7.841797927170501,0.004453041499889888,349.1985160344074,OK
ATM,ATM 5Y x 9Y,5Y,9Y,5.005479452054795,9.0,0.00508,0.0,0.00508,CALL/PAYER,403.0,8.906893112976807,0.004524585564104876,NORMAL,0.0,0.005069275535462974,OK,8.775593899063825,0.004524585556223688,397.05925402988896,OK
ATM,ATM 5Y x 9Y,5Y,9Y,5.005479452054795,9.0,0.00508,0.0,0.00508,CALL/PAYER,403.0,8.906893112976807,0.004524585564104876,BLACK_SHIFT,0.01,0.34449927112609413,OK,8.775593899063825,0.004524585563747066,397.05925469011004,OK
ATM,ATM 5Y x 9Y,5Y,9Y,5.005479452054795,9.0,0.00508,0.0,0.00508,CALL/PAYER,403.0,8.906893112976807,0.004524585564104876,BLACK_SHIFT,0.02,0.2038779617430852,OK,8.775593899063825,0.0045245855640086916,397.05925471306927,OK
ATM,ATM 5Y x 9Y,5Y,9Y,5.005479452054795,9.0,0.00508,0.0,0.00508,CALL/PAYER,403.0,8.906893112976807,0.004524585564104876,BLACK_SHIFT,0.03,0.14514131782509604,OK,8.775593899063825,0.004524585564711298,397.05925477472715,OK
ATM,ATM 5Y x 9Y,5Y,9Y,5.005479452054795,9.0,0.00508,0.0,0.00508,CALL/PAYER,403.0,8.906893112976807,0.004524585564104876,BLACK_SHIFT,0.05,0.09219797215306391,OK,8.775593899063825,0.004524585564573774,397.0592547626586,OK
ATM,ATM 5Y x 10Y,5Y,10Y,5.005479452054795,10.0,0.00542,0.0,0.00542,CALL/PAYER,451.5,9.873440405248056,0.004572874109413909,NORMAL,0.0,0.005123377285101231,OK,9.713485252253255,0.004572874112106522,444.18545248357407,OK
ATM,ATM 5Y x 10Y,5Y,10Y,5.005479452054795,10.0,0.00542,0.0,0.00542,CALL/PAYER,451.5,9.873440405248056,0.004572874109413909,BLACK_SHIFT,0.01,0.3402986480722302,OK,9.713485252253255,0.004572874109138584,444.1854521952838,OK
ATM,ATM 5Y x 10Y,5Y,10Y,5.005479452054795,10.0,0.00542,0.0,0.00542,CALL/PAYER,451.5,9.873440405248056,0.004572874109413909,BLACK_SHIFT,0.02,0.2032876943383351,OK,9.713485252253255,0.004572874109749436,444.18545225461884,OK
ATM,ATM 5Y x 10Y,5Y,10Y,5.005479452054795,10.0,0.00542,0.0,0.00542,CALL/PAYER,451.5,9.873440405248056,0.004572874109413909,BLACK_SHIFT,0.03,0.14528348753110437,OK,9.713485252253255,0.004572874110292146,444.1854523073349,OK
ATM,ATM 5Y x 10Y,5Y,10Y,5.005479452054795,10.0,0.00542,0.0,0.00542,CALL/PAYER,451.5,9.873440405248056,0.004572874109413909,BLACK_SHIFT,0.05,0.09261175963780471,OK,9.713485252253255,0.004572874110286906,444.1854523068259,OK
ATM,ATM 5Y x 15Y,5Y,15Y,5.005479452054795,15.0,0.00625,0.0,0.00625,CALL/PAYER,664.5,14.572041050831047,0.004560102443316294,NORMAL,0.0,0.005109068096105056,OK,14.275832549508642,0.004560102435088683,650.9925877193265,OK
ATM,ATM 5Y x 15Y,5Y,15Y,5.005479452054795,15.0,0.00625,0.0,0.00625,CALL/PAYER,664.5,14.572041050831047,0.004560102443316294,BLACK_SHIFT,0.01,0.32118261576054996,OK,14.275832549508642,0.004560102443457795,650.9925889140868,OK
ATM,ATM 5Y x 15Y,5Y,15Y,5.005479452054795,15.0,0.00625,0.0,0.00625,CALL/PAYER,664.5,14.572041050831047,0.004560102443316294,BLACK_SHIFT,0.02,0.1961949127078193,OK,14.275832549508642,0.004560102443178313,650.9925888741885,OK
ATM,ATM 5Y x 15Y,5Y,15Y,5.005479452054795,15.0,0.00625,0.0,0.00625,CALL/PAYER,664.5,14.572041050831047,0.004560102443316294,BLACK_SHIFT,0.03,0.14152884091423795,OK,14.275832549508642,0.004560102443770017,650.9925889586592,OK
ATM,ATM 5Y x 15Y,5Y,15Y,5.005479452054795,15.0,0.00625,0.0,0.00625,CALL/PAYER,664.5,14.572041050831047,0.004560102443316294,BLACK_SHIFT,0.05,0.09098472050604081,OK,14.275832549508642,0.004560102444182274,650.9925890175123,OK
ATM,ATM 5Y x 20Y,5Y,20Y,5.005479452054795,20.0,0.00619,0.0,0.00619,CALL/PAYER,872.5,19.137673800795223,0.00455907028765296,NORMAL,0.0,0.005107911684528818,OK,18.75706713073213,0.004559070279097497,855.1478727875741,OK
ATM,ATM 5Y x 20Y,5Y,20Y,5.005479452054795,20.0,0.00619,0.0,0.00619,CALL/PAYER,872.5,19.137673800795223,0.00455907028765296,BLACK_SHIFT,0.01,0.3223495652515106,OK,18.75706713073213,0.004559070287546759,855.147874372408,OK
ATM,ATM 5Y x 20Y,5Y,20Y,5.005479452054795,20.0,0.00619,0.0,0.00619,CALL/PAYER,872.5,19.137673800795223,0.00455907028765296,BLACK_SHIFT,0.02,0.19660646216625044,OK,18.75706713073213,0.004559070287741277,855.1478744088938,OK
ATM,ATM 5Y x 20Y,5Y,20Y,5.005479452054795,20.0,0.00619,0.0,0.00619,CALL/PAYER,872.5,19.137673800795223,0.00455907028765296,BLACK_SHIFT,0.03,0.14173310108014686,OK,18.75706713073213,0.004559070288038959,855.1478744647302,OK
ATM,ATM 5Y x 20Y,5Y,20Y,5.005479452054795,20.0,0.00619,0.0,0.00619,CALL/PAYER,872.5,19.137673800795223,0.00455907028765296,BLACK_SHIFT,0.05,0.09106152376685023,OK,18.75706713073213,0.004559070288546747,855.1478745599763,OK
ATM,ATM 5Y x 25Y,5Y,25Y,5.005479452054795,25.0,0.00582,0.0,0.00582,CALL/PAYER,1065.5,23.610622272689596,0.004512799314198778,NORMAL,0.0,0.005056070429356924,OK,23.203672385669847,0.004512799329190287,1047.1351717680207,OK
ATM,ATM 5Y x 25Y,5Y,25Y,5.005479452054795,25.0,0.00582,0.0,0.00582,CALL/PAYER,1065.5,23.610622272689596,0.004512799314198778,BLACK_SHIFT,0.01,0.3267309557433934,OK,23.203672385669847,0.00451279931412583,1047.1351682725135,OK
ATM,ATM 5Y x 25Y,5Y,25Y,5.005479452054795,25.0,0.00582,0.0,0.00582,CALL/PAYER,1065.5,23.610622272689596,0.004512799314198778,BLACK_SHIFT,0.02,0.1974128299898097,OK,23.203672385669847,0.0045127993136098235,1047.135168152781,OK
ATM,ATM 5Y x 25Y,5Y,25Y,5.005479452054795,25.0,0.00582,0.0,0.00582,CALL/PAYER,1065.5,23.610622272689596,0.004512799314198778,BLACK_SHIFT,0.03,0.14174387444485154,OK,23.203672385669847,0.00451279931442173,1047.135168341173,OK
ATM,ATM 5Y x 25Y,5Y,25Y,5.005479452054795,25.0,0.00582,0.0,0.00582,CALL/PAYER,1065.5,23.610622272689596,0.004512799314198778,BLACK_SHIFT,0.05,0.09073366522339898,OK,23.203672385669847,0.004512799313888299,1047.1351682173974,OK
ATM,ATM 5Y x 30Y,5Y,30Y,5.005479452054795,30.0,0.00536,0.0,0.00536,CALL/PAYER,1261.0,28.026630819193503,0.004499292148724591,NORMAL,0.0,0.00504093719452168,OK,27.64401971222754,0.004499292149461056,1243.7852087077206,OK
ATM,ATM 5Y x 30Y,5Y,30Y,5.005479452054795,30.0,0.00536,0.0,0.00536,CALL/PAYER,1261.0,28.026630819193503,0.004499292148724591,BLACK_SHIFT,0.01,0.3359275879847614,OK,27.64401971222754,0.004499292149053854,1243.7852085951536,OK
ATM,ATM 5Y x 30Y,5Y,30Y,5.005479452054795,30.0,0.00536,0.0,0.00536,CALL/PAYER,1261.0,28.026630819193503,0.004499292148724591,BLACK_SHIFT,0.02,0.2004421175473432,OK,27.64401971222754,0.0044992921482620955,1243.7852083762798,OK
ATM,ATM 5Y x 30Y,5Y,30Y,5.005479452054795,30.0,0.00536,0.0,0.00536,CALL/PAYER,1261.0,28.026630819193503,0.004499292148724591,BLACK_SHIFT,0.03,0.1431701502940737,OK,27.64401971222754,0.004499292149026411,1243.7852085875672,OK
ATM,ATM 5Y x 30Y,5Y,30Y,5.005479452054795,30.0,0.00536,0.0,0.00536,CALL/PAYER,1261.0,28.026630819193503,0.004499292148724591,BLACK_SHIFT,0.05,0.09121542947584022,OK,27.64401971222754,0.004499292149343512,1243.7852086752266,OK
ATM,ATM 7Y x 1Y,7Y,1Y,7.005479452054795,1.0,0.0026,0.0,0.0026,CALL/PAYER,52.75,0.9985179940141387,0.0052828291844736735,NORMAL,0.0,0.005003081435550094,OK,0.9974067424695792,0.005282829199063864,52.69129462461464,OK
ATM,ATM 7Y x 1Y,7Y,1Y,7.005479452054795,1.0,0.0026,0.0,0.0026,CALL/PAYER,52.75,0.9985179940141387,0.0052828291844736735,BLACK_SHIFT,0.01,0.41735278110120955,OK,0.9974067424695792,0.00528282918471356,52.691294481483745,OK
ATM,ATM 7Y x 1Y,7Y,1Y,7.005479452054795,1.0,0.0026,0.0,0.0026,CALL/PAYER,52.75,0.9985179940141387,0.0052828291844736735,BLACK_SHIFT,0.02,0.22464084433814785,OK,0.9974067424695792,0.005282829185123548,52.69129448557299,OK
ATM,ATM 7Y x 1Y,7Y,1Y,7.005479452054795,1.0,0.0026,0.0,0.0026,CALL/PAYER,52.75,0.9985179940141387,0.0052828291844736735,BLACK_SHIFT,0.03,0.15453934746325126,OK,0.9974067424695792,0.005282829184091179,52.691294475276074,OK
