C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
CashIRRPremiumBP Shift=0.05,,,,,,,,,,,,,,
,Collar,,,,,,Straddle,Strangle,,,,,,
ExpiryTenor,50,100,150,200,300,400,ATM,50,100,150,200,300,400,
1M2Y,0.0,0.0,0.0,0.0,0.0,0.0,8.979741810515181,0.0,0.0,0.0,0.0,0.0,0.0,
1M5Y,0.09934926093688909,0.0,0.0,0.0,0.0,0.0,35.765733854177945,0.1986985214515993,0.0,0.0,0.0,0.0,0.0,
1M10Y,0.19628148917641197,0.0,0.0,0.0,0.0,0.0,103.04778329693127,3.8274890933169043,0.0,0.0,0.0,0.0,0.0,
1M20Y,-2.4988296897035234,-0.2883265033055278,0.0,0.0,0.0,0.0,246.0386166403669,19.221766919816908,0.7688706763020963,0.0,0.0,0.0,0.0,
1M30Y,-11.343658840990889,-1.6342559370422158,-0.09613270214242976,0.0,0.0,0.0,370.11090325181937,31.819924402740305,1.9226540438358515,0.09613270214242976,0.0,0.0,0.0,
3M2Y,0.0,0.0,0.0,0.0,0.0,0.0,15.463268464765747,0.0,0.0,0.0,0.0,0.0,0.0,
3M5Y,1.092625452144996,0.198659172972168,0.0,0.0,0.0,0.0,62.57763949237159,4.966479325618386,0.2979887595487836,0.0,0.0,0.0,0.0,
3M10Y,1.1773723072353874,0.6868005154366337,0.39245743665585686,0.19622871825223903,0.0,0.0,188.37956946057227,42.48351750719002,9.22274975684851,2.4528589796687346,0.7849148726629738,0.0,0.0,
3M20Y,-15.76744524752705,-11.633298023096891,-5.5762916099405855,-2.4997169266701142,0.0,0.0,445.14189921286265,134.3117134115961,38.36104055062151,12.306298724523277,4.5187190623706375,0.0,0.0,
3M30Y,-28.476309579122244,-21.83825088467166,-11.063431075222677,-5.19500241739453,0.0,0.0,671.5021641028088,210.10898660769354,62.436232755348335,20.8762134150501,7.888707372431655,0.0,0.0,
6M2Y,-0.09974932063217712,0.0,0.0,0.0,0.0,0.0,21.94485026038263,0.9974931943771379,0.0,0.0,0.0,0.0,0.0,
6M5Y,1.4895211166002573,0.6951098551207271,0.1986028160904427,0.0993014077778122,0.0,0.0,87.38523882694571,16.384732284953966,2.6811380085045844,0.49650703906334515,0.0993014077778122,0.0,0.0,
6M10Y,0.0980844466952604,0.1961689476777888,0.19616893363019816,0.29425340917868814,0.0,0.0,256.98131085572584,90.43388117662741,31.485114800610404,12.162474249105323,5.296561364942473,0.0,0.0,
6M20Y,-17.12386077572691,-17.893472510108523,-12.409988988669589,-7.5037142678877204,0.0,0.0,596.4490828923432,251.56683099696963,103.32037344071668,45.3108900204563,21.645329615979943,0.0,0.0,
6M30Y,-33.7089144428366,-36.309316456522616,-25.811397448244445,-16.180278950166258,0.0,0.0,899.5464618993218,388.6156289426374,163.34376866490635,73.29281130393349,35.731449396858565,0.0,0.0,
9M2Y,-0.09973633594510556,0.0,0.0,0.0,0.0,0.0,27.427492127521557,2.7926173789109505,0.0,0.0,0.0,0.0,0.0,
9M5Y,1.6877252722075298,1.0920575169678468,0.39711182534582695,0.09927795677707178,0.0,0.0,109.2057520627177,28.39349554824797,5.956677386665371,1.2906134343884097,0.2978338695757707,0.0,0.0,
9M10Y,0.0,0.1961246468714748,0.2941869593045361,0.3922492870392009,0.0,0.0,310.8575585617143,0.0,56.38583474631343,25.692328171842544,12.846164091539269,0.0,0.0,
9M20Y,-16.55900495854999,-20.02484329329741,-16.173911857594163,-16.17391190728452,0.0,0.0,709.5341104953857,347.2577391194628,167.13042285717754,84.1428510870886,45.15217067276864,0.0,0.0,
9M30Y,-34.618639419553546,-43.0081147537348,-35.390085584782646,-35.39008551573318,0.0,0.0,1068.45271805117,533.6477746675372,261.4237652789962,133.94231277363934,72.9980783496762,0.0,0.0,
