C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
VegaPrice_FD (dv=0.0025) - per1pct (ATM STRADDLE),,,,,,,,,,,,,,
ExpiryLbl,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,15Y,20Y,25Y,30Y
3M2Y,,,,,,,,,,,,,,
3M5Y,3.853674836938886e-05,1.2569888756851872e-05,,,,,,0.0002162132864560431,2.04767397590007e-05,,,,,
3M10Y,5.901760879633115e-05,4.2762380229105154e-05,2.4170681055720507e-05,1.2445129296398194e-05,,,,0.0009607136021527141,0.0002933867889666625,9.23483207083108e-05,3.250789611308372e-05,,,
3M20Y,7.504003113420616e-06,-8.01137358116491e-05,-6.360420706529215e-05,-3.400812650257329e-05,,,,0.0024492659914667025,0.0009432359688454629,0.0003447898707995207,0.0001325704691329688,,,
3M30Y,-1.0383097741898107e-05,-0.00016390295767898882,-0.00013538001339655253,-7.783180794811746e-05,,,,0.003684771590239494,0.0014606637748944735,0.0005474977313552798,0.000212892241096755,,,
6M2Y,-5.79526177237489e-07,,,,,,,7.834916332178332e-05,,,,,,
6M5Y,5.3129632352369936e-05,3.757678715181918e-05,1.4267696627119668e-05,7.488594606889352e-06,,,,0.0005657446340192469,0.00013743729738147363,3.199948396728465e-05,7.488594606889352e-06,,,
6M10Y,9.00653469952896e-05,8.636084288559859e-05,6.106129144351054e-05,4.349337215059278e-05,,,,0.001808531769258624,0.0008400057100804502,0.0003794164727033036,0.0001804711597829536,,,
6M20Y,0.00011434112780960071,2.234085917772799e-05,-2.6607641853162377e-05,-2.5781962511208373e-05,,,,0.004239139377626696,0.0022731629407761675,0.0011471239271178969,0.0005863186288305275,,,
6M30Y,0.00013950928409243557,-4.586776206564086e-05,-0.00012757055699081686,-0.00011304501605447527,,,,0.006313089352821535,0.0034410495688223476,0.0017576725061669064,0.0009043417667306086,,,
9M2Y,6.067605704940735e-06,,,,,,,0.00017544816395210214,,,,,,
9M5Y,6.655353723588054e-05,6.010524792670332e-05,2.904503271859406e-05,9.835983464436956e-06,,,,0.0008806174109077287,0.0002797733356919689,7.856804423846133e-05,2.1681146878942177e-05,,,
9M10Y,,0.0001395696618057743,0.00011527049178478181,8.914611663705684e-05,,,,,0.001385311702905887,0.0007350784241511579,0.00040088232810954515,,,
9M20Y,0.00019721106665316013,0.0001471781162286906,7.584708378422512e-05,-4.079169221767216e-05,,,,0.005665034873731435,0.0034853939049591743,0.00202176286838452,0.001142386161756659,,,
